Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0001255,6093,Carretta,14766,244.2727208,-22.99002222,10339,-115,116,16.733,1.660607323,17.753,2.680607323,,,,,5111.0,2.56,13.02,-1.772,,-1.58,0.5,,-0.02,0.01,19.5029,4.430507323,0.0099,17.9663,2.893907323,0.0093,17.7645,2.692107323,0.008,16.4942,1.421807323,0.0,15.5867,0.514307323,0.0
R0001011,6093,Carretta,14779,244.2353208,-22.99147222,10339,-115,116,15.233,0.160607323,16.422,1.349607323,,,,,4762.0,1.87,13.02,-1.801,,-1.58,-0.19,,,,18.9783,3.905907323,0.0,17.1719,2.099507323,0.0,,,,15.0721,-0.000292677,0.0,14.0747,-0.997692677,0.0
R0001901,6093,Carretta,15072,244.2737833,-22.98671389,10339,-115,116,14.613,-0.459392677,15.891,0.818607323,,,,,4578.0,1.5,13.02,-1.808,,-1.58,0.46,0.02,0.05,0.04,19.1144,4.042007323,0.0119,16.7874,1.715007323,0.0116,16.0063,0.933907323,0.0047,14.4312,-0.641192677,0.0,13.3819,-1.690492677,0.0
R0002061,6093,Carretta,15253,244.245575,-22.98601667,10339,-115,116,14.285,-0.787392677,15.655,0.582607323,,,,,4473.0,1.28,13.02,-1.782,,-1.58,0.14,,0.71,0.04,19.212,4.139607323,0.013,16.8282,1.755807323,0.0171,15.7766,0.704207323,0.0063,14.0609,-1.011492677,0.0,12.9768,-2.095592677,0.0
R0003949,6093,Carretta,15600,244.2786583,-22.980875,10339,-115,116,15.343,0.270607323,16.498,1.425607323,,,,,4773.0,1.89,13.02,-1.804,,-1.58,0.12,,,,19.0157,3.943307323,0.0063,17.1754,2.103007323,0.0035,16.5921,1.519707323,0.0056,15.1703,0.097907323,0.0,14.1852,-0.887192677,0.0
R0004959,6093,Carretta,15750,244.284575,-22.97913611,10339,-115,116,15.882,0.809607323,16.941,1.868607323,,,,,4935.0,2.23,13.02,-1.804,,-1.58,0.25,,0.04,0.1,19.1741,4.101707323,0.01,17.4448,2.372407323,0.0123,17.1402,2.067807323,0.0089,15.8276,0.755207323,0.0,14.8852,-0.187192677,0.0
R0004803,6093,Carretta,15914,244.2403792,-22.97942778,10339,-115,116,15.035,-0.037392677,16.228,1.155607323,,,,,4698.0,1.74,13.02,-1.792,,-1.58,0.13,,0.48,0.09,19.1081,4.035707323,0.0251,17.0478,1.975407323,0.0164,16.4081,1.335707323,0.0103,14.9242,-0.148192677,0.0,13.9192,-1.153192677,0.0
R0005632,6093,Carretta,16066,244.2345542,-22.97816944,10339,-115,116,14.472,-0.600392677,15.786,0.713607323,,,,,4521.0,1.38,13.02,-1.776,,-1.58,0.12,,0.46,0.12,19.1223,4.049907323,0.0499,16.7982,1.725807323,0.0263,15.8698,0.797407323,0.0073,14.2657,-0.806692677,0.0,13.2042,-1.868192677,0.0
R0010817,6093,Carretta,16757,244.2378125,-22.97082222,10339,-115,116,16.679,1.606607323,17.748,2.675607323,,,,,5117.0,2.59,13.02,-1.796,,-1.58,0.27,,0.17,0.06,19.4721,4.399707323,0.029,17.9732,2.900807323,0.0144,17.7649,2.692507323,0.0094,16.5153,1.442907323,0.0,15.6149,0.542507323,0.0
R0010790,6093,Carretta,16795,244.229775,-22.97086111,10339,-115,116,16.074,1.001607323,17.14,2.067607323,,,,,4977.0,2.3,13.02,-1.789,,-1.58,0.07,,,,19.2414,4.169007323,0.0,17.6778,2.605407323,0.0,,,,16.0885,1.016107323,0.0,15.1801,0.107707323,0.0
R0012060,6093,Carretta,17085,244.2352708,-22.96770278,10339,-115,116,13.973,-1.099392677,15.336,0.263607323,,,,,4414.0,1.18,13.02,-1.813,,-1.58,0.35,0.09,0.13,0.02,19.0958,4.023407323,0.0129,16.5696,1.497207323,0.0009,15.4593,0.386907323,0.0067,13.7708,-1.301592677,0.0,12.6874,-2.384992677,0.0
R0013449,6093,Carretta,17491,244.2730625,-22.96183889,10339,-115,116,13.709,-1.363392677,15.149,0.076607323,,,,,4335.0,1.02,13.02,-1.83,,-1.58,0.36,0.1,0.17,0.02,19.2301,4.157707323,0.0175,16.5587,1.486307323,0.022,15.2839,0.211507323,0.0,13.4878,-1.584592677,0.0,12.3785,-2.693892677,0.0
R0013800,6093,Carretta,17897,244.2387333,-22.95920833,10339,-115,116,13.225,-1.847392677,14.895,-0.177392677,,,,,4139.0,0.62,13.02,-1.776,,-1.58,0.42,0.01,0.55,0.03,19.9117,4.839307323,0.0,16.9124,1.840007323,0.0,,,,12.9341,-2.138292677,0.0,11.6885,-3.383892677,0.0
R0014029,6093,Carretta,17991,244.2632125,-22.95702222,10339,-115,116,15.622,0.549607323,16.716,1.643607323,,,,,4854.0,2.06,13.02,-1.817,,-1.58,0.2,,0.15,0.1,19.0028,3.930407323,0.0642,17.2844,2.212007323,0.0119,16.8697,1.797307323,0.0026,15.4988,0.426407323,0.0,14.5652,-0.507192677,0.0
R0014204,6093,Carretta,18071,244.2837542,-22.95530556,10339,-115,116,13.906,-1.166392677,15.244,0.171607323,,,,,4412.0,1.18,13.02,-1.814,,-1.58,0.28,0.0,0.48,0.08,,,,,,,,,,13.7264,-1.345992677,0.0,12.6533,-2.419092677,0.0
R0014277,6093,Carretta,18293,244.2427583,-22.95463056,10339,-115,116,14.69,-0.382392677,15.913,0.840607323,,,,,4593.0,1.53,13.02,-1.834,,-1.58,0.12,,0.63,0.04,19.0488,3.976407323,0.0113,16.9189,1.846507323,0.0,16.0466,0.974207323,0.0,14.5071,-0.565292677,0.0,13.4853,-1.587092677,0.0
R0002212,6121,Carretta,34005,245.88955,-26.508275,1851,-16,15,14.012,2.674967906,,,12.5,1.162967906,10.584,-0.753032094,4859.0,2.56,12.18,-1.16,0.141,-1.14,0.18,,0.617,0.031,17.9746,6.637567906,0.0109,15.9505,4.613467906,0.022,15.2669,3.929867906,0.0,13.648,2.310967906,0.0,12.534,1.196967906,0.0
R0000945,6121,MacLean,14377,245.8984583,-26.5317778,1851,-16,15,12.81,1.472967906,14.09,2.752967906,,,,,,,12.18,-1.1,0.1,-1.14,0.43,0.07,0.39,0.07,17.7311,6.394067906,0.0206,15.2551,3.918067906,0.0,14.2323,2.895267906,0.0,12.3875,1.050467906,0.0,11.1912,-0.145832094,0.0
R0000013,6121,MacLean,16788,245.91025,-26.5553333,1851,-16,15,10.86,-0.477032094,12.77,1.432967906,,,,,,,12.18,-1.16,0.09,-1.14,0.86,0.07,0.12,0.02,,,,,,,,,,10.3254,-1.011632094,0.0,8.6358,-2.701232094,0.0
R0000380,6121,MacLean,45171,245.8655833,-26.5422222,1851,-16,15,14.58,3.242967906,15.71,4.372967906,,,,,,,12.18,-1.18,0.11,-1.14,0.74,0.05,0.11,0.03,,,,,,,,,,14.1541,2.817067906,0.0,13.0165,1.679467906,0.0
R0001812,6121,MacLean,48370,245.9081667,-26.5172778,1851,-16,15,14.98,3.642967906,16.05,4.712967906,,,,,,,12.18,-1.25,0.1,-1.14,0.58,0.05,0.52,0.0,18.3892,7.052167906,0.0106,16.5916,5.254567906,0.0068,16.078,4.740967906,0.0035,14.5799,3.242867906,0.0,13.5053,2.168267906,0.0
R0001916,6121,MacLean,48627,245.8772917,-26.5153889,1851,-16,15,14.99,3.652967906,16.06,4.722967906,,,,,,,12.18,-1.1,0.1,-1.14,0.48,0.01,0.2,0.01,18.3651,7.028067906,0.0129,16.5582,5.221167906,0.0041,16.0751,4.738067906,0.0044,14.5897,3.252667906,0.0,13.5117,2.174667906,0.0
R0002144,6121,MacLean,49332,245.923875,-26.5100278,1851,-16,15,14.8,3.462967906,15.87,4.532967906,,,,,,,12.18,-1.15,0.09,-1.14,0.64,0.06,-0.04,0.02,,,,,,,,,,14.4112,3.074167906,0.0,13.3435,2.006467906,0.0
R0000863,6121,Marino,31532,245.895616,-26.532901,1851,-16,15,13.33,1.992967906,14.53,3.192967906,11.76,0.422967906,9.72,-1.617032094,4770.0,2.6,12.18,-1.03,,-1.14,0.468827994,,,,17.671,6.333967906,0.0145,15.4584,4.121367906,0.0,14.6295,3.292467906,0.0,12.9371,1.600067906,0.0,11.7967,0.459667906,0.0
R0012887,6205,Johnson,L 176,250.380242,36.467278,7419,-75,76,13.31,-1.041726855,,,,,10.702,-3.649726855,4550.0,1.4,12.22,-1.61,,-1.5,0.173901446,,0.466337429,,,,,,,,,,,13.0854,-1.266326855,0.0,12.2133,-2.138426855,0.0
R0002083,6205,Johnson,L 250,250.3937,36.443489,7419,-75,76,12.37,-1.981726855,,,,,9.211,-5.140726855,4155.0,0.8,12.22,-1.58,,-1.5,-0.375807955,,0.473614915,,,,,,,,,,,12.1518,-2.199926855,0.0,11.1301,-3.221626855,0.0
R0003036,6205,Johnson,L 296,250.398768,36.446945,7419,-75,76,12.56,-1.791726855,,,,,9.659,-4.692726855,4320.0,0.95,12.22,-1.71,,-1.5,0.227570084,,0.412575482,,17.703,3.351273145,0.0016,15.0776,0.725873145,0.0,13.8439,-0.507826855,0.0,12.2709,-2.080826855,0.0,11.3109,-3.040826855,0.0
R0005495,6205,Johnson,L 343,250.404518,36.453026,7419,-75,76,13.07,-1.281726855,,,,,10.348,-4.003726855,4455.0,1.25,12.22,-1.6,,-1.5,0.325856258,,0.399887744,,17.5909,3.239173145,0.0076,15.179,0.827273145,0.0,14.2494,-0.102326855,0.0,12.8144,-1.537326855,0.0,11.9096,-2.442126855,0.0
R0011115,6205,Johnson,L 384,250.408606,36.463726,7419,-75,76,12.48,-1.871726855,,,,,9.541,-4.810726855,4295.0,0.9,12.22,-1.61,,-1.5,0.336926533,,0.333409983,,18.0342,3.682473145,0.0393,15.2267,0.874973145,0.0,13.9167,-0.435026855,0.0,12.2529,-2.098826855,0.0,11.2571,-3.094626855,0.0
R0001998,6205,Johnson,L 436,250.412601,36.44313,7419,-75,76,13.43,-0.921726855,,,,,10.865,-3.486726855,4580.0,1.5,12.22,,,-1.5,0.041090405,,0.459059944,,17.3598,3.008073145,0.0092,15.2943,0.942573145,0.0,14.5629,0.211173145,0.0,13.2741,-1.077626855,0.0,12.4301,-1.921626855,0.0
R0009393,6205,Johnson,L 465,250.415078,36.460598,7419,-75,76,12.5,-1.851726855,,,,,9.583,-4.768726855,4310.0,0.95,12.22,-1.64,,-1.5,0.379999995,,-0.150000006,,17.9598,3.608073145,0.0416,15.1613,0.809573145,0.0,13.9036,-0.448126855,0.0,12.2446,-2.107126855,0.0,11.2554,-3.096326855,0.0
R0003505,6205,Johnson,L 476,250.415991,36.448318,7419,-75,76,13.13,-1.221726855,,,,,10.426,-3.925726855,4470.0,1.3,12.22,,,-1.5,0.27050502,,0.40411699,,17.7207,3.368973145,0.0272,15.2217,0.869973145,0.0,14.3096,-0.042126855,0.0,12.8643,-1.487426855,0.0,11.9761,-2.375626855,0.0
R0015596,6205,Johnson,L 481,250.415993,36.474773,7419,-75,76,12.34,-2.011726855,,,,,9.163,-5.188726855,4145.0,0.75,12.22,,,-1.5,-0.769999981,,0.466337429,,17.7997,3.447973145,0.0181,15.2934,0.941673145,0.0,13.8175,-0.534226855,0.0,12.1757,-2.176026855,0.0,11.2173,-3.134426855,0.0
R0006526,6205,Johnson,L 584,250.423848,36.455242,7419,-75,76,12.55,-1.801726855,,,,,9.857,-4.494726855,4480.0,1.05,12.22,-1.63,,-1.5,0.188239448,,0.457515023,,17.8286,3.476873145,0.0103,15.217,0.865273145,0.0,14.0664,-0.285326855,0.0,12.4962,-1.855526855,0.0,11.5936,-2.758126855,0.0
R0014657,6205,Johnson,L 592,250.424562,36.471794,7419,-75,76,13.1,-1.251726855,,,,,10.423,-3.928726855,4490.0,1.3,12.22,,,-1.5,0.249037551,,0.422672474,,17.5313,3.179573145,0.0136,15.1625,0.810773145,0.0,14.2868,-0.064926855,0.0,12.8518,-1.499926855,0.0,11.9658,-2.385926855,0.0
R0014192,6205,Johnson,L 594,250.424539,36.470486,7419,-75,76,12.86,-1.491726855,,,,,10.099,-4.252726855,4425.0,1.15,12.22,,,-1.5,0.077297896,,0.524557355,,17.6685,3.316773145,0.0342,15.2341,0.882373145,0.0,14.4073,0.055573145,0.0,12.6341,-1.717626855,0.0,11.713,-2.638726855,0.0
R0003306,6205,Johnson,L 598,250.424834,36.447735,7419,-75,76,12.0,-2.351726855,,,,,,,,,12.22,,,-1.5,0.048460427,,0.246029971,,18.5251,4.173373145,0.0108,15.7099,1.358173145,0.0,13.6917,-0.660026855,0.0,11.7284,-2.623326855,0.0,10.6036,-3.748126855,0.0
R0003740,6205,Johnson,L 629,250.427326,36.448975,7419,-75,76,12.0,-2.351726855,,,,,,,,,12.22,,,-1.5,-0.062089848,,0.401297493,,18.946,4.594273145,0.0176,16.0776,1.725873145,0.0091,13.7954,-0.556326855,0.0,11.9421,-2.409626855,0.0,10.7179,-3.633826855,0.0
R0017219,6205,Johnson,L 644,250.428298,36.483116,7419,-75,76,13.18,-1.171726855,,,,,10.467,-3.884726855,4460.0,1.3,12.22,,,-1.5,-0.047349812,,0.429949959,,17.3444,2.992673145,0.0141,15.2037,0.851973145,0.0,14.3127,-0.039026855,0.0,12.8902,-1.461526855,0.0,12.007,-2.344726855,0.0
R0014143,6205,Johnson,L 754,250.438238,36.470348,7419,-75,76,12.88,-1.471726855,,,,,10.058,-4.293726855,4380.0,1.15,12.22,,,-1.5,0.314786017,,0.378235005,,17.7146,3.362873145,0.023,15.122,0.770273145,0.0,14.1457,-0.206026855,0.0,12.634,-1.717726855,0.0,11.7071,-2.644626855,0.0
R0004579,6205,Johnson,L 793,250.441763,36.451073,7419,-75,76,13.68,-0.671726855,,,,,11.198,-3.153726855,4660.0,1.65,12.22,,,-1.5,0.540000021,,0.236497457,,17.4825,3.130773145,0.0102,15.3225,0.970773145,0.0,14.7523,0.400573145,0.0,13.4597,-0.892026855,0.0,12.6211,-1.730626855,0.0
R0017835,6205,Johnson,L 824,250.444099,36.490067,7419,-75,76,14.34,-0.011726855,,,,,,,,,12.22,,,-1.5,0.281575261,,0.466337429,,,,,,,,,,,14.2096,-0.142126855,0.0,13.4431,-0.908626855,0.0
R0014857,6205,Johnson,L 825,250.444365,36.472321,7419,-75,76,12.78,-1.571726855,,,,,10.011,-4.340726855,4420.0,1.15,12.22,,,-1.5,-0.062089848,,0.510002385,,17.767,3.415273145,0.0132,15.265,0.913273145,0.0,14.1586,-0.193126855,0.0,12.5816,-1.770126855,0.0,11.6453,-2.706426855,0.0
R0004591,6205,Johnson,L 830,250.445026,36.451096,7419,-75,76,12.68,-1.671726855,,,,,9.758,-4.593726855,4305.0,1.0,12.22,,,-1.5,-0.413156464,,0.596963304,,17.7497,3.397973145,0.0124,15.2692,0.917473145,0.0,14.0464,-0.305326855,0.0,12.4112,-1.940526855,0.0,11.4256,-2.926126855,0.0
R0010259,6205,Johnson,L 845,250.446598,36.462189,7419,-75,76,12.53,-1.821726855,,,,,9.499,-4.852726855,4235.0,0.9,12.22,,,-1.5,-0.459288536,,0.488169907,,17.8695,3.517773145,0.0362,15.2565,0.904773145,0.0,13.9332,-0.418526855,0.0,12.2409,-2.110826855,0.0,11.2409,-3.110826855,0.0
R0015533,6205,Johnson,L 853,250.447669,36.474579,7419,-75,76,12.2,-2.151726855,,,,,,,,,12.22,,,-1.5,-0.010499722,,0.401297493,,18.005,3.653273145,0.0038,,,,,,,11.9027,-2.449026855,0.0,10.8137,-3.538026855,0.0
R0005439,6205,Johnson,L 938,250.45695,36.452896,7419,-75,76,12.68,-1.671726855,,,,,9.887,-4.464726855,4400.0,1.1,12.22,-1.63,,-1.5,0.460000008,,-0.419999987,,17.8078,3.456073145,0.0038,15.1246,0.772873145,0.0,14.0313,-0.320426855,0.0,12.4583,-1.893426855,0.0,11.4885,-2.863226855,0.0
R0011031,6205,Johnson,L 940,250.45709,36.463585,7419,-75,76,12.1,-2.251726855,,,,,,,,,12.22,,,-1.5,-0.560000002,,0.397068247,,,,,,,,,,,11.8037,-2.548026855,0.0,10.7302,-3.621526855,0.0
R0000653,6254,Carretta,3817,254.3058,-4.11625278,5067,-63,64,15.314,1.790245479,,,14.071,0.547245479,12.383,-1.140754521,5046.0,2.56,12.05,-1.475,0.142,-1.46,0.1,0.154,,,18.5034,4.979645479,0.0003,16.8512,3.327445479,0.0103,16.4244,2.900645479,0.0079,15.0539,1.530145479,0.0,14.0918,0.568045479,0.0
R0001282,6254,Carretta,3840,254.2723375,-4.10957222,5067,-63,64,15.059,1.535245479,,,13.82,0.296245479,12.201,-1.322754521,5003.0,2.49,12.05,-1.517,0.122,-1.46,0.205,,,,18.3195,4.795745479,0.0088,16.6137,3.089945479,0.0158,16.1525,2.628745479,0.0038,14.783,1.259245479,0.0,13.8337,0.309945479,0.0
R0002286,6254,Carretta,3851,254.3159292,-4.10257222,5067,-63,64,15.401,1.877245479,,,14.172,0.648245479,12.518,-1.005754521,5079.0,2.62,12.05,-1.602,0.135,-1.46,0.385,,,,18.5517,5.027945479,0.0012,16.8012,3.277445479,0.0138,16.5148,2.991045479,0.0,15.1617,1.637945479,0.0,14.2085,0.684745479,0.0
R0003240,6254,Carretta,3866,254.2746208,-4.09646667,5067,-63,64,15.884,2.360245479,,,14.755,1.231245479,13.29,-0.233754521,5312.0,2.97,12.05,-1.444,0.094,-1.46,0.418,,-0.099,0.134,18.9038,5.380045479,0.0157,17.2546,3.730845479,0.0113,17.0489,3.525145479,0.0034,15.7635,2.239745479,0.0,14.842,1.318245479,0.0
R0004888,6254,Carretta,3894,254.2866375,-4.08140833,5067,-63,64,15.051,1.527245479,,,13.849,0.325245479,12.251,-1.272754521,5014.0,2.52,12.05,-1.577,0.144,-1.46,0.625,0.046,-0.117,0.115,18.3534,4.829645479,0.0341,16.5298,3.006045479,0.0074,16.204,2.680245479,0.0039,14.8245,1.300745479,0.0,13.8915,0.367745479,0.0
R0005271,6254,Carretta,3908,254.2721375,-4.07432778,5067,-63,64,15.067,1.543245479,,,13.855,0.331245479,12.316,-1.207754521,5030.0,2.56,12.05,-1.542,0.114,-1.46,0.226,,0.101,0.111,,,,,,,,,,14.811,1.287245479,0.0,13.8826,0.358845479,0.0
R0005444,6254,Carretta,3920,254.2748458,-4.06988611,5067,-63,64,15.818,2.294245479,,,14.661,1.137245479,13.203,-0.320754521,5282.0,2.93,12.05,-1.461,0.087,-1.46,0.454,,,,,,,,,,,,,15.5876,2.063845479,0.0,14.6866,1.162845479,0.0
R0003806,6254,Carretta,28854,254.3011667,-4.09256111,5067,-63,64,12.92,-0.603754521,,,11.407,-2.116754521,9.535,-3.988754521,4425.0,1.36,12.05,-1.608,0.113,-1.46,0.304,,0.076,0.0,18.419,4.895245479,0.0139,15.5812,2.057445479,0.0,14.3948,0.871045479,0.0,12.5403,-0.983454521,0.0,11.388,-2.135754521,0.0
R0000600,6254,Carretta,28880,254.3023042,-4.11703889,5067,-63,64,13.369,-0.154754521,,,12.004,-1.519754521,10.2,-3.323754521,4596.0,1.65,12.05,-1.635,0.104,-1.46,0.165,0.069,0.258,0.128,17.6774,4.153645479,0.0059,15.4676,1.943845479,0.0,14.5978,1.074045479,0.0,13.0447,-0.479054521,0.0,11.9808,-1.542954521,0.0
R0003010,6254,Carretta,28895,254.3114167,-4.09811111,5067,-63,64,13.501,-0.022754521,,,12.061,-1.462754521,10.262,-3.261754521,4610.0,1.67,12.05,-1.579,0.131,-1.46,-0.208,,0.47,0.071,18.1802,4.656445479,0.0106,15.8256,2.301845479,0.0169,14.7891,1.265345479,0.0,13.1263,-0.397454521,0.0,12.0202,-1.503554521,0.0
R0005209,6254,Carretta,28903,254.3170458,-4.07581111,5067,-63,64,13.553,0.029245479,,,12.133,-1.390754521,10.204,-3.319754521,4597.0,1.63,12.05,-1.551,0.157,-1.46,0.428,,0.203,,,,,,,,,,,13.1929,-0.330854521,0.0,12.112,-1.411754521,0.0
R0005300,6254,Carretta,28954,254.2984542,-4.07386667,5067,-63,64,13.916,0.392245479,,,12.561,-0.962754521,10.754,-2.769754521,4713.0,1.88,12.05,-1.507,0.137,-1.46,0.372,0.049,-0.008,0.195,18.1266,4.602845479,0.0,15.8456,2.321845479,0.0,,,,13.5705,0.046745479,0.0,12.5235,-1.000254521,0.0
R0004141,6254,Carretta,28958,254.2951667,-4.08972222,5067,-63,64,13.941,0.417245479,,,12.695,-0.828754521,10.813,-2.710754521,4724.0,1.9,12.05,-1.634,0.125,-1.46,0.309,0.107,0.183,0.048,18.0346,4.510845479,0.0138,15.8339,2.310145479,0.0063,15.215,1.691245479,0.0,13.6967,0.172945479,0.0,12.6676,-0.856154521,0.0
R0005067,6254,Carretta,28970,254.2823167,-4.07869444,5067,-63,64,13.999,0.475245479,,,12.678,-0.845754521,10.87,-2.653754521,4735.0,1.93,12.05,-1.591,0.131,-1.46,0.089,0.055,0.407,0.061,18.0266,4.502845479,0.0418,15.9357,2.411945479,0.0214,,,,13.6576,0.133845479,0.0,12.6469,-0.876854521,0.0
R0001387,6254,Carretta,28974,254.2860792,-4.10880556,5067,-63,64,14.016,0.492245479,,,12.662,-0.861754521,10.866,-2.657754521,4735.0,1.92,12.05,-1.568,0.128,-1.46,0.351,0.054,0.226,,18.112,4.588245479,0.0183,15.9147,2.390945479,0.0033,15.208,1.684245479,0.0,13.6455,0.121745479,0.0,12.6201,-0.903654521,0.0
R0004345,6254,Carretta,29027,254.2742458,-4.08778056,5067,-63,64,14.309,0.785245479,,,13.021,-0.502754521,11.304,-2.219754521,4819.0,2.12,12.05,-1.533,0.133,-1.46,0.474,0.128,-0.095,,18.0712,4.547445479,0.0169,15.97,2.446245479,0.0117,15.4354,1.911645479,0.0044,13.9842,0.460445479,0.0,12.9869,-0.536854521,0.0
R0000976,6254,Carretta,29045,254.3005292,-4.11255833,5067,-63,64,14.431,0.907245479,,,13.227,-0.296754521,11.427,-2.096754521,4842.0,2.17,12.05,-1.56,0.139,-1.46,-0.192,,0.685,0.09,18.1251,4.601345479,0.0084,16.2381,2.714345479,0.0089,15.665,2.141245479,0.002,14.1972,0.673445479,0.0,13.1982,-0.325554521,0.0
R0005055,6254,Carretta,29109,254.2770167,-4.07887222,5067,-63,64,14.773,1.249245479,,,13.563,0.039245479,11.895,-1.628754521,4936.0,2.37,12.05,-1.527,0.191,-1.46,0.24,0.11,0.228,0.15,18.0555,4.531745479,0.0033,16.3397,2.815945479,0.0022,,,,14.4926,0.968845479,0.0,13.5495,0.025745479,0.0
R0000447,6254,Carretta,29144,254.3094333,-4.11948889,5067,-63,64,14.879,1.355245479,,,13.596,0.072245479,11.874,-1.649754521,4932.0,2.34,12.05,-1.624,0.163,-1.46,0.107,0.126,-0.064,0.075,,,,,,,,,,14.5698,1.046045479,0.0,13.557,0.033245479,0.0
R0000086,6254,Carretta,29273,254.2959958,-4.12690833,5067,-63,64,15.703,2.179245479,,,14.505,0.981245479,12.881,-0.642754521,5179.0,2.77,12.05,-1.629,0.158,-1.46,0.442,,,,,,,,,,,,,15.4171,1.893345479,0.0,14.4585,0.934745479,0.0
R0010681,6388,Carretta18,A02,264.109499,-44.736583,11171,-161,162,14.962,-0.278460259,16.979,1.738539741,,,,,,,12.03,-0.537,0.018843625,-0.77,-0.216,0.08131728,0.675,0.0465,,,,,,,,,,14.4253,-0.815160259,0.0,12.6722,-2.568260259,0.0
R0000496,6388,Carretta18,A03,264.068602,-44.759965,11171,-161,162,15.343,0.102539741,16.993,1.752539741,,,,,,,12.03,-0.454,0.013111187,-0.77,-0.444,0.06,0.478,0.027,,,,19.3186,4.078139741,0.0,17.2902,2.049739741,0.0193,14.8944,-0.346060259,0.0,13.5624,-1.678060259,0.0
R0000272,6388,Carretta18,A10,264.088583,-44.762305,11171,-161,162,17.311,2.070539741,,,,,,,,,12.03,-0.499,0.0223,-0.77,-0.011,0.034648232,0.331,0.055,23.3562,8.115739741,0.0193,19.6569,4.416439741,0.0,,,,16.345,1.104539741,0.0,15.1212,-0.119260259,0.0
R0017440,6388,Carretta18,A13,264.033953,-44.729977,11171,-161,162,16.245,1.004539741,17.832,2.591539741,,,,,,,12.03,-0.43,0.013601777,-0.77,-0.126,0.06,0.316,0.076787586,,,,,,,,,,15.8074,0.566939741,0.0,14.5309,-0.709560259,0.0
R0008235,6388,Carretta18,A14,264.054198,-44.739107,11171,-161,162,16.3,1.059539741,,,,,,,,,12.03,-0.478,0.013842762,-0.77,-0.072,0.06,0.304,0.0565,23.0339,7.793439741,0.0757,19.508,4.267539741,0.0077,17.9604,2.719939741,0.0065,15.8621,0.621639741,0.0,14.6353,-0.605160259,0.0
R0021700,6388,Carretta18,A16,264.082833,-44.720916,11171,-161,162,16.349,1.108539741,17.814,2.573539741,,,,,,,12.03,-0.479,0.015,-0.77,0.242,0.06,0.182,0.086,22.7736,7.533139741,0.0549,19.3623,4.121839741,0.0087,17.9724,2.731939741,0.0063,15.9495,0.709039741,0.0,14.7401,-0.500360259,0.0
R0021079,6388,Carretta18,A17,264.112892,-44.723129,11171,-161,162,16.298,1.057539741,17.836,2.595539741,,,,,,,12.03,-0.473,0.017826752,-0.77,-0.326,0.06,0.502,0.068704682,23.0251,7.784639741,0.0,19.6374,4.396939741,0.0,18.0201,2.779639741,0.0,15.901,0.660539741,0.0,14.6251,-0.615360259,0.0
R0002120,6388,Caretta23,n63f,264.0459089,-44.75042306,11171,-161,162,15.14,-0.100460259,17.009,1.768539741,,,10.381,-4.859460259,3818.0,0.93,12.03,-0.543,0.012935483,-0.77,-0.112,0.002,0.639,0.085,23.1274,7.886939741,0.0711,19.7407,4.500239741,0.0387,17.2791,2.038639741,0.0313,14.5746,-0.665860259,0.0,13.0279,-2.212560259,0.0
R0022276,6388,Caretta23,l63p019,264.1096989,-44.71837194,11171,-161,162,16.104,0.863539741,17.695,2.454539741,,,12.075,-3.165460259,4180.0,1.65,12.03,-0.516,0.022807893,-0.77,-0.034,0.009,0.386,0.003,23.2199,7.979439741,0.0223,19.6694,4.428939741,0.0,17.9017,2.661239741,0.0,15.6829,0.442439741,0.0,14.3681,-0.872360259,0.0
R0021695,6388,Caretta23,l63p046,264.0735839,-44.720965,11171,-161,162,15.591,0.350539741,17.379,2.138539741,,,10.934,-4.306460259,3916.0,1.16,12.03,-0.513,0.023925927,-0.77,-0.034,0.108,0.337,0.027,23.7428,8.502339741,0.0655,19.9916,4.751139741,0.0158,17.675,2.434539741,0.0248,15.1616,-0.078860259,0.0,13.7137,-1.526760259,0.0
R0022921,6388,Caretta23,l63p047,264.0683169,-44.71446694,11171,-161,162,15.669,0.428539741,17.382,2.141539741,,,11.255,-3.985460259,3982.0,1.3,12.03,-0.483,0.024149534,-0.77,-0.075,0.059,0.399,0.055,23.5629,8.322439741,0.0779,19.8235,4.583039741,0.0127,17.6736,2.433139741,0.0227,15.1857,-0.054760259,0.0,13.788,-1.452460259,0.0
R0002311,6388,Caretta23,l63p072,264.0961781,-44.74963806,11171,-161,162,15.247,0.006539741,17.256,2.015539741,,,9.646,-5.594460259,3717.0,0.56,12.03,-0.491,0.055714301,-0.77,-0.188,0.071,0.456,,23.0795,7.839039741,0.0249,20.1031,4.862639741,0.1012,17.4161,2.175639741,0.06,14.5344,-0.706060259,0.0,12.5646,-2.675860259,0.0
