Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0009582,6715,Carretta,38002047,283.7739167,-30.46572222,26283,-325,328,15.805,-1.293374675,17.181,0.082625325,14.249,-2.849374675,0.0,-17.09837468,4197.0,0.9,11.25,,,-1.34,0.15,,0.54,,21.9761,4.877725325,0.0663,18.9854,1.887025325,0.0197,17.3831,0.284725325,0.0119,15.3703,-1.728074675,0.0,14.2478,-2.850574675,0.0
R0010272,6715,Carretta,38002147,283.7929583,-30.45285,26283,-325,328,15.903,-1.195374675,17.257,0.158625325,14.454,-2.644374675,12.626,-4.472374675,4266.0,1.04,11.25,,,-1.34,0.45,,-0.14,,,,,,,,,,,15.5675,-1.530874675,0.0,14.4704,-2.627974675,0.0
R0001003,6715,Carretta,38002357,283.76625,-30.49208333,26283,-325,328,15.972,-1.126374675,17.256,0.157625325,14.576,-2.522374675,0.0,-17.09837468,4287.0,1.08,11.25,,,-1.34,0.38,,0.04,,21.2865,4.188125325,0.025,18.5025,1.404125325,0.0212,17.3496,0.251225325,0.0079,15.6219,-1.476474675,0.0,14.555,-2.543374675,0.0
R0009988,6715,Carretta,38002877,283.7874583,-30.46007778,26283,-325,328,16.103,-0.995374675,17.391,0.292625325,14.71,-2.388374675,0.0,-17.09837468,4324.0,1.14,11.25,,,-1.34,-0.05,,0.49,,,,,,,,,,,15.7741,-1.324274675,0.0,14.7271,-2.371274675,0.0
R0000640,6715,Carretta,38002987,283.7599583,-30.49547222,26283,-325,328,16.137,-0.961374675,17.477,0.378625325,14.772,-2.326374675,0.0,-17.09837468,4341.0,1.18,11.25,,,-1.34,-0.64,,0.84,,21.5437,4.445325325,0.0501,19.0421,1.943725325,0.0172,17.6609,0.562525325,0.0117,15.8055,-1.292874675,0.0,14.7617,-2.336674675,0.0
R0000624,6715,Carretta,38003047,283.7882917,-30.49565278,26283,-325,328,16.168,-0.930374675,17.398,0.299625325,14.814,-2.284374675,13.009,-4.089374675,4353.0,1.2,11.25,,,-1.34,0.08,,0.46,,,,,,,,,,,15.8492,-1.249174675,0.0,14.8033,-2.295074675,0.0
R0003153,6715,Carretta,38003197,283.742,-30.48291111,26283,-325,328,16.176,-0.922374675,17.491,0.392625325,14.798,-2.300374675,0.0,-17.09837468,4348.0,1.19,11.25,,,-1.34,-0.07,,0.52,,21.5477,4.449325325,0.0633,18.9114,1.813025325,0.0137,17.6355,0.537125325,0.0119,15.8397,-1.258674675,0.0,14.7976,-2.300774675,0.0
R0001853,6715,Carretta,38003237,283.7768333,-30.48660278,26283,-325,328,16.251,-0.847374675,17.444,0.345625325,14.931,-2.167374675,0.0,-17.09837468,4385.0,1.26,11.25,,,-1.34,0.22,,0.04,,20.972,3.873625325,0.0108,18.4526,1.354225325,0.0183,17.4914,0.393025325,0.0102,15.9268,-1.171574675,0.0,14.9149,-2.183474675,0.0
R0000306,6715,Carretta,38003657,283.7606667,-30.50045,26283,-325,328,16.199,-0.899374675,17.352,0.253625325,14.848,-2.250374675,0.0,-17.09837468,4362.0,1.22,11.25,,,-1.34,0.3,,-0.03,,20.9484,3.850025325,0.0437,18.3891,1.290725325,0.0158,17.452,0.353625325,0.0187,15.8486,-1.249774675,0.0,14.8227,-2.275674675,0.0
R0000028,6715,Carretta,38003847,283.7874583,-30.50817222,26283,-325,328,16.357,-0.741374675,17.603,0.504625325,15.03,-2.068374675,0.0,-17.09837468,4412.0,1.31,11.25,,,-1.34,-0.6,,0.57,,,,,,,,,,,16.0403,-1.058074675,0.0,15.0175,-2.080874675,0.0
R0008800,6715,Carretta,38004437,283.7713333,-30.47159167,26283,-325,328,16.452,-0.646374675,17.661,0.562625325,15.152,-1.946374675,0.0,-17.09837468,4445.0,1.37,11.25,,,-1.34,0.18,,0.35,,21.4676,4.369225325,0.0209,18.8751,1.776725325,0.009,17.8647,0.766325325,0.0078,16.1491,-0.949274675,0.0,15.1788,-1.919574675,0.0
R0000344,6715,Carretta,38004687,283.7940833,-30.49984167,26283,-325,328,16.481,-0.617374675,17.766,0.667625325,15.161,-1.937374675,13.458,-3.640374675,4455.0,1.39,11.25,,,-1.34,-0.21,,0.55,,,,,,,,,,,16.1226,-0.975774675,0.0,15.1565,-1.941874675,0.0
R0002491,6715,Carretta,38005967,283.7379167,-30.48450833,26283,-325,328,15.96,-1.138374675,17.264,0.165625325,14.527,-2.571374675,0.0,-17.09837468,4274.0,1.05,11.25,,,-1.34,-0.55,,0.65,,21.3673,4.268925325,0.0383,18.8019,1.703525325,0.0096,17.4367,0.338325325,0.006,15.581,-1.517374675,0.0,14.5088,-2.589574675,0.0
R0003489,6752,Carretta,15490,287.7250375,-59.99123889,4125,-41,41,11.917,-1.160119764,,,,,,,,,12.26,,,-1.43,0.421,,0.126,,16.6788,3.601680236,0.0134,14.0748,0.997680236,0.0,13.0354,-0.041719764,0.0,11.5843,-1.492819764,0.0,10.6299,-2.447219764,0.0
R0003587,6752,Carretta,15590,287.7637625,-59.99087222,4125,-41,41,12.031,-1.046119764,,,,,,,,,12.26,,,-1.43,-0.121,,0.743,,16.5856,3.508480236,0.0076,14.2197,1.142580236,0.0,13.1576,0.080480236,0.0,11.713,-1.364119764,0.0,10.7626,-2.314519764,0.0
R0006086,6752,Carretta,17301,287.7034917,-59.98462778,4125,-41,41,11.824,-1.253119764,,,,,,,,,12.26,,,-1.43,0.291,,0.05,,16.7296,3.652480236,0.0141,14.0296,0.952480236,0.0,12.9522,-0.124919764,0.0,11.4748,-1.602319764,0.0,10.5098,-2.567319764,0.0
R0006523,6752,Carretta,17557,287.6820667,-59.98368889,4125,-41,41,12.104,-0.973119764,,,,,,,,,12.26,,,-1.43,0.406,,-0.03,,16.6745,3.597380236,0.008,14.0958,1.018680236,0.0,13.1898,0.112680236,0.0,11.7726,-1.304519764,0.0,10.8379,-2.239219764,0.0
R0010872,6752,Carretta,21828,287.689025,-59.96701389,4125,-41,41,12.049,-1.028119764,,,,,,,,,12.26,,,-1.43,0.379,,0.303,,,,,,,,13.1671,0.089980236,0.0,11.7265,-1.350619764,0.0,10.7892,-2.287919764,0.0
R0001085,6809,Carretta,7000002,295.0169458,-30.97235556,5348,-51,52,11.415,-2.225956993,12.982,-0.658956993,,,7.822,-5.818956993,4053.0,0.48,12.93,-1.949,0.105,-1.76,0.281,0.081,0.589,0.15,17.7202,4.079243007,0.1368,14.9479,1.306943007,0.0,13.1947,-0.446256993,0.0,11.0348,-2.606156993,0.0,9.8387,-3.802256993,0.0
R0001112,6809,Carretta,7000003,294.9859875,-30.972,5348,-51,52,11.538,-2.102956993,12.967,-0.673956993,,,8.181,-5.459956993,4094.0,0.64,12.93,-2.016,0.121,-1.76,0.212,0.088,0.613,0.076,17.375,3.734043007,0.2229,14.6052,0.964243007,0.0,13.0823,-0.558656993,0.0,11.2083,-2.432656993,0.0,10.0745,-3.566456993,0.0
R0002430,6809,Carretta,7000014,295.0122375,-30.95369444,5348,-51,52,12.173,-1.467956993,13.386,-0.254956993,,,9.083,-4.557956993,4293.0,1.02,12.93,-1.994,0.12,-1.76,0.41,0.007,0.21,0.06,17.3045,3.663543007,0.0444,14.6363,0.995343007,0.0,13.5539,-0.087056993,0.0,11.8856,-1.755356993,0.0,10.8555,-2.785456993,0.0
R0001037,6809,Carretta,7000025,294.976725,-30.97318333,5348,-51,52,12.581,-1.059956993,13.668,0.027043007,,,9.707,-3.933956993,4412.0,1.29,12.93,-1.993,0.109,-1.76,0.168,0.161,0.7,0.086,17.0173,3.376343007,0.0161,14.7042,1.063243007,0.0,13.8049,0.163943007,0.0,12.3279,-1.313056993,0.0,11.3556,-2.285356993,0.0
R0003146,6809,Carretta,7000028,294.9627667,-30.94093056,5348,-51,52,12.656,-0.984956993,,,,,,,,,12.93,,,-1.76,0.116,,0.416,,,,,,,,,,,12.3759,-1.265056993,0.0,11.4203,-2.220656993,0.0
R0000087,6809,Carretta,7000029,294.9991708,-30.99085278,5348,-51,52,12.671,-0.969956993,13.766,0.125043007,,,9.764,-3.876956993,4437.0,1.31,12.93,-1.998,0.121,-1.76,0.28,0.02,0.539,0.0,17.0827,3.441743007,0.0164,14.7252,1.084243007,0.0,13.8983,0.257343007,0.0,12.3706,-1.270356993,0.0,11.4002,-2.240756993,0.0
R0003149,6809,Carretta,7000041,294.9939417,-30.94081944,5348,-51,52,12.985,-0.655956993,13.985,0.344043007,,,10.243,-3.397956993,4522.0,1.52,12.93,-2.01,0.122,-1.76,0.38,,-0.088,0.083,16.8785,3.237543007,0.0049,14.7256,1.084643007,0.0,14.1183,0.477343007,0.0,12.8668,-0.774156993,0.0,11.9603,-1.680656993,0.0
R0002589,6809,Carretta,7000045,294.9831583,-30.95088611,5348,-51,52,13.015,-0.625956993,14.014,0.373043007,,,10.28,-3.360956993,4530.0,1.53,12.93,-2.023,0.106,-1.76,-0.247,,0.588,0.098,16.9015,3.260543007,0.0054,14.8148,1.173843007,0.0,14.1452,0.504243007,0.0,12.7576,-0.883356993,0.0,11.8407,-1.800256993,0.0
R0003425,6809,Carretta,7000046,295.0061083,-30.93303333,5348,-51,52,13.062,-0.578956993,14.061,0.420043007,,,10.351,-3.289956993,4543.0,1.56,12.93,-2.036,0.103,-1.76,0.114,,0.357,0.011,,,,,,,,,,12.8124,-0.828556993,0.0,11.8955,-1.745456993,0.0
R0003152,6809,Carretta,7000065,294.977175,-30.94078333,5348,-51,52,13.295,-0.345956993,14.241,0.600043007,,,10.623,-3.017956993,4602.0,1.68,12.93,-2.02,0.134,-1.76,0.482,,0.195,0.102,,,,,,,,,,13.0398,-0.601156993,0.0,12.1385,-1.502456993,0.0
R0001657,6809,Carretta,7000069,295.0211833,-30.96478611,5348,-51,52,13.358,-0.282956993,14.32,0.679043007,,,10.687,-2.953956993,4618.0,1.7,12.93,-1.969,0.118,-1.76,0.163,,0.578,0.017,16.906,3.265043007,0.0249,14.9878,1.346843007,0.0,14.4317,0.790743007,0.0,13.1138,-0.527156993,0.0,12.2095,-1.431456993,0.0
R0003190,6809,Carretta,7000168,294.9828208,-30.94004722,5348,-51,52,14.19,0.549043007,15.04,1.399043007,,,11.748,-1.892956993,4809.0,2.16,12.93,-1.983,0.134,-1.76,0.349,,0.451,0.051,,,,,,,,,,13.9647,0.323743007,0.0,13.1288,-0.512156993,0.0
R0001508,6809,Carretta,7000230,295.0078417,-30.96655833,5348,-51,52,14.435,0.794043007,15.266,1.625043007,,,11.782,-1.858956993,4860.0,2.27,12.93,-2.01,0.147,-1.76,0.401,0.104,-0.216,0.005,17.1376,3.496643007,0.008,15.5291,1.888143007,0.0,15.3661,1.725143007,0.0,14.2106,0.569643007,0.0,13.3948,-0.246156993,0.0
R0002398,6809,Carretta,7000233,295.0228833,-30.95423333,5348,-51,52,14.44,0.799043007,15.277,1.636043007,,,11.966,-1.674956993,4861.0,2.24,12.93,-1.942,0.11,-1.76,0.515,,0.274,0.076,17.104,3.463043007,0.0341,15.6131,1.972143007,0.0047,15.3878,1.746843007,0.0,14.2214,0.580443007,0.0,13.403,-0.237956993,0.0
R0002972,6809,Carretta,7000270,295.0017042,-30.94433611,5348,-51,52,14.553,0.912043007,15.368,1.727043007,,,12.14,-1.500956993,4883.0,2.32,12.93,-1.991,0.121,-1.76,0.42,,0.451,0.035,17.103,3.462043007,0.0101,15.7078,2.066843007,0.0,15.4919,1.850943007,0.0046,14.3421,0.701143007,0.0,13.537,-0.103956993,0.0
R0002442,6809,Carretta,7000299,294.9762417,-30.95349167,5348,-51,52,14.606,0.965043007,15.431,1.790043007,,,12.232,-1.408956993,4893.0,2.36,12.93,-1.996,0.098,-1.76,0.345,,,,17.2632,3.622243007,0.0014,15.6785,2.037543007,0.0,15.538,1.897043007,0.0,14.3733,0.732343007,0.0,13.5608,-0.080156993,0.0
R0001307,6838,Carretta,17422,298.44675,18.78169167,4001,-50,50,13.131,0.120157243,,,,,,,,,12.4,,,-0.75,0.156,,0.193,,19.819,6.808157243,0.0196,16.2903,3.279457243,0.0032,14.7787,1.767857243,0.0,12.728,-0.282842757,0.0,11.5277,-1.483142757,0.0
R0001408,6838,Carretta,17762,298.4336458,18.78329722,4001,-50,50,14.361,1.350157243,15.518,2.507157243,,,11.185,-1.825842757,4591.0,2.16,12.4,-0.824,0.096,-0.75,0.477,0.013,0.414,0.004,19.1928,6.181957243,0.0323,16.5698,3.558957243,0.0061,15.5962,2.585357243,0.0,13.9489,0.938057243,0.0,12.9353,-0.075542757,0.0
R0001552,6838,Carretta,18294,298.4501,18.78576389,4001,-50,50,14.292,1.281157243,15.469,2.458157243,,,11.084,-1.926842757,4565.0,2.12,12.4,-0.84,0.159,-0.75,0.47,0.037,0.336,0.015,19.2677,6.256857243,0.0152,16.5803,3.569457243,0.0043,15.5509,2.540057243,0.0007,13.9026,0.891757243,0.0,12.8632,-0.147642757,0.0
R0001777,6838,Carretta,19368,298.4423167,18.790625,4001,-50,50,13.132,0.121157243,,,,,,,,,12.4,,,-0.75,0.344,,0.33,,19.9534,6.942557243,0.0077,16.407,3.396157243,0.0078,14.7767,1.765857243,0.0,12.7078,-0.303042757,0.0,11.4933,-1.517542757,0.0
R0001808,6838,Carretta,19521,298.4065542,18.79130278,4001,-50,50,12.762,-0.248842757,,,,,,,,,12.4,,,-0.75,0.436,,0.509,,,,,,,,,,,12.1775,-0.833342757,0.0,10.8066,-2.204242757,0.0
R0001952,6838,Carretta,20286,298.423175,18.79532778,4001,-50,50,14.956,1.945157243,16.07,3.059157243,,,11.94,-1.070842757,4806.0,2.53,12.4,-0.812,0.135,-0.75,0.241,,0.443,0.074,19.3268,6.315957243,0.0,,,,,,,14.5823,1.571457243,0.0,13.599,0.588157243,0.0
R0002050,6838,Carretta,20944,298.4406875,18.79864722,4001,-50,50,12.482,-0.528842757,,,,,,,,,12.4,,,-0.75,0.324,,0.494,,20.0898,7.078957243,0.0923,16.7501,3.739257243,0.0266,14.424,1.413157243,0.0,11.9888,-1.022042757,0.0,10.4964,-2.514442757,0.0
R0002108,6838,Carretta,21316,298.4511875,18.80066389,4001,-50,50,12.346,-0.664842757,,,,,,,,,12.4,,,-0.75,0.356,,0.782,,19.8829,6.872057243,0.0068,16.5602,3.549357243,0.0011,14.3131,1.302257243,0.0,11.9161,-1.094742757,0.0,10.5311,-2.479742757,0.0
R0000062,6838,Carretta,508737,298.428125,18.75013056,4001,-50,50,14.873,1.862157243,16.0,2.989157243,,,11.922,-1.088842757,4813.0,2.5,12.4,-0.785,0.169,-0.75,0.373,,0.429,0.084,,,,,,,,,,14.5497,1.538857243,0.0,13.591,0.580157243,0.0
R0000187,6838,Carretta,509826,298.4507833,18.75675278,4001,-50,50,14.819,1.808157243,15.948,2.937157243,,,11.92,-1.090842757,4800.0,2.47,12.4,-0.787,0.17,-0.75,0.483,0.066,0.233,0.096,19.4102,6.399357243,0.021,16.841,3.830157243,0.0213,16.1039,3.093057243,0.006,14.5656,1.554757243,0.0,13.5751,0.564257243,0.0
R0000339,6838,Carretta,510703,298.427125,18.76183333,4001,-50,50,14.904,1.893157243,15.968,2.957157243,,,11.91,-1.100842757,4796.0,2.5,12.4,-0.832,0.14,-0.75,0.366,,0.43,0.113,19.173,6.162157243,0.0108,16.7825,3.771657243,0.0076,16.0054,2.994557243,0.0,14.4895,1.478657243,0.0,13.5442,0.533357243,0.0
R0000419,6838,Carretta,511023,298.449925,18.76369722,4001,-50,50,14.292,1.281157243,15.487,2.476157243,,,11.108,-1.902842757,4571.0,2.13,12.4,-0.799,0.147,-0.75,0.35,0.037,0.316,0.086,19.3735,6.362657243,0.0075,16.5175,3.506657243,0.0155,15.5432,2.532357243,0.0045,13.8878,0.876957243,0.0,12.8411,-0.169742757,0.0
R0000458,6838,Carretta,511182,298.4591667,18.76459444,4001,-50,50,14.914,1.903157243,16.023,3.012157243,,,11.966,-1.044842757,4814.0,2.51,12.4,-0.837,0.126,-0.75,0.383,,0.24,0.074,19.3193,6.308457243,0.0405,16.7897,3.778857243,0.0108,16.0632,3.052357243,0.0057,14.5331,1.522257243,0.0,13.5512,0.540357243,0.0
R0002130,6838,Carretta,514747,298.4646333,18.80170278,4001,-50,50,12.339,-0.671842757,,,,,,,,,12.4,,,-0.75,0.469,,0.44,,,,,,,,,,,11.8891,-1.121742757,0.0,10.5114,-2.499442757,0.0
R0001618,6934,Marino,22,308.540708,7.402639,15716,-171,173,,,,,,,,,,,11.63,-1.62,,-1.48,-0.031954039,0.0,0.572205731,0.03,19.5162,3.534489899,0.0134,17.4186,1.436889899,0.0,16.6642,0.682489899,0.0,15.2491,-0.732610101,0.0,14.3399,-1.641810101,0.0
R0003597,6934,Marino,27,308.568583,7.414806,15716,-171,173,,,,,,,,,,,11.63,-1.3,,-1.48,0.598415003,0.13,0.108813282,0.09,20.1182,4.136489899,0.0319,17.5789,1.597189899,0.0,16.7723,0.790589899,0.0,15.2598,-0.721910101,0.0,14.3084,-1.673310101,0.0
R0002078,6934,Marino,37,308.551167,7.404528,15716,-171,173,,,,,,,,,,,11.63,-1.36,,-1.48,0.510575437,0.05,0.521660176,0.04,20.4544,4.472689899,0.0125,17.5167,1.534989899,0.0,16.1723,0.190589899,0.0,14.2964,-1.685310101,0.0,13.2822,-2.699510101,0.0
R0002141,6934,Marino,47,308.531583,7.40475,15716,-171,173,,,,,,,,,,,11.63,-1.35,,-1.48,0.541886016,0.08,0.115599564,0.04,20.1931,4.211389899,0.0406,17.4813,1.499589899,0.0,16.491,0.509289899,0.0,14.8906,-1.091110101,0.0,13.9074,-2.074310101,0.0
R0003954,6934,Marino,50,308.549542,7.424083,15716,-171,173,,,,,,,,,,,11.63,-1.61,,-1.48,0.220611601,0.0,0.556646147,0.09,19.5706,3.588889899,0.0194,17.8246,1.842889899,0.0,17.3995,1.417789899,0.0,16.1634,0.181689899,0.0,15.3382,-0.643510101,0.0
R0000251,7078,Carretta,30535,322.5198042,12.14416667,10709,-95,96,15.578,0.429255407,16.426,1.277255407,,,13.208,-1.940744593,5024.0,2.18,12.98,-2.237,0.149,-2.25,0.277,,,,,,,,,,,,,15.3443,0.195555407,0.0,14.5235,-0.625244593,0.0
R0000541,7078,Carretta,31956,322.5145583,12.14929722,10709,-95,96,15.54,0.391255407,16.386,1.237255407,,,13.16,-1.988744593,5015.0,2.16,12.98,-2.34,0.089,-2.25,0.402,,,,,,,,,,,,,15.31,0.161255407,0.0,14.4843,-0.664444593,0.0
R0001539,7078,Carretta,34456,322.4842208,12.15758056,10709,-95,96,13.989,-1.159744593,15.044,-0.104744593,,,11.29,-3.858744593,4621.0,1.37,12.98,-2.339,0.204,-2.25,0.217,,0.338,0.01,17.7903,2.641555407,0.0073,15.871,0.722255407,0.0068,15.1218,-0.026944593,0.0,13.7391,-1.409644593,0.0,12.8274,-2.321344593,0.0
R0001571,7078,Carretta,34519,322.4907833,12.15775556,10709,-95,96,13.182,-1.966744593,14.424,-0.724744593,,,10.131,-5.017744593,4416.0,0.87,12.98,-2.375,0.112,-2.25,0.46,0.044,0.111,0.083,18.1705,3.021755407,0.0373,15.5944,0.445655407,0.0,14.4617,-0.687044593,0.0,12.8518,-2.296944593,0.0,11.8413,-3.307444593,0.0
R0007113,7078,Carretta,38678,322.4740917,12.17233333,10709,-95,96,13.728,-1.420744593,14.806,-0.342744593,,,10.966,-4.182744593,4554.0,1.23,12.98,-2.352,0.082,-2.25,0.127,,0.557,0.027,17.9056,2.756855407,0.0065,15.7146,0.565855407,0.0,14.9147,-0.234044593,0.0,13.4906,-1.658144593,0.0,12.5407,-2.608044593,0.0
R0007954,7078,Carretta,39741,322.5073542,12.17574722,10709,-95,96,15.783,0.634255407,16.598,1.449255407,,,0.0,-15.14874459,5076.0,2.31,12.98,-2.247,0.2,-2.25,0.427,,0.378,0.176,18.1008,2.952055407,0.0059,16.7864,1.637655407,0.0026,16.6362,1.487455407,0.0051,15.5487,0.399955407,0.0,14.7553,-0.393444593,0.0
R0007957,7078,Carretta,39752,322.5191958,12.17575,10709,-95,96,13.899,-1.249744593,14.931,-0.217744593,,,11.165,-3.983744593,4598.0,1.31,12.98,-2.361,0.133,-2.25,0.262,,0.293,0.149,17.9274,2.778655407,0.0048,15.7292,0.580455407,0.0,15.0017,-0.147044593,0.0,13.612,-1.536744593,0.0,12.6722,-2.476544593,0.0
R0008155,7078,Carretta,40086,322.4906917,12.17686389,10709,-95,96,15.827,0.678255407,16.604,1.455255407,,,14.007,-1.141744593,5087.0,2.36,12.98,-2.32,0.099,-2.25,0.411,,0.366,0.074,18.0685,2.919755407,0.0107,16.7609,1.612155407,0.0078,16.6649,1.516155407,0.0087,15.5815,0.432755407,0.0,14.7918,-0.356944593,0.0
R0008705,7078,Carretta,41279,322.5030833,12.180775,10709,-95,96,15.824,0.675255407,16.612,1.463255407,,,13.428,-1.720744593,5087.0,2.35,12.98,-2.332,0.115,-2.25,0.466,,,,18.1446,2.995855407,0.0121,16.7978,1.649055407,0.0054,16.7153,1.566555407,0.0069,15.616,0.467255407,0.0,14.8267,-0.322044593,0.0
R0009339,7078,Carretta,43788,322.5093083,12.18931944,10709,-95,96,12.824,-2.324744593,14.31,-0.838744593,,,9.433,-5.715744593,4325.0,0.52,12.98,-2.36,0.099,-2.25,0.393,0.016,0.127,0.058,,,,,,,,,,12.3596,-2.789144593,0.0,11.2143,-3.934444593,0.0
R0009491,7078,Carretta,45062,322.5021667,12.19358333,10709,-95,96,14.303,-0.845744593,15.272,0.123255407,,,11.692,-3.456744593,4700.0,1.54,12.98,-2.314,0.106,-2.25,0.028,,0.626,0.054,17.7739,2.625155407,0.0,15.9698,0.821055407,0.0,15.3644,0.215655407,0.0,14.0345,-1.114244593,0.0,13.1344,-2.014344593,0.0
R0004671,7099,Carretta,954,325.1013792,-23.1609,8458,-89,90,13.348,-1.288338404,,,,,,,,,13.06,,,-2.22,0.378,,0.107,,17.1568,2.520461596,0.0025,15.045,0.408661596,0.0,14.4214,-0.214938404,0.0,13.1367,-1.499638404,0.0,12.2632,-2.373138404,0.0
R0003697,7099,Carretta,1006,325.0892333,-23.17413611,8458,-89,90,13.291,-1.345338404,,,,,,,,,13.06,,,-2.22,0.71,,0.461,,17.2283,2.591961596,0.005,15.0297,0.393361596,0.0,14.3514,-0.284938404,0.0,13.0446,-1.591738404,0.0,12.152,-2.484338404,0.0
R0000089,7099,Carretta,8157,325.1055,-23.20496667,8458,-89,90,15.064,0.427661596,15.866,1.229661596,,,12.845,-1.791338404,4948.0,2.25,13.06,-2.413,0.152,-2.22,0.414,,0.51,0.121,,,,,,,,,,14.8246,0.188261596,0.0,14.098,-0.538338404,0.0
R0000117,7099,Carretta,8209,325.0768417,-23.20388333,8458,-89,90,15.173,0.536661596,15.948,1.311661596,,,12.853,-1.783338404,4974.0,2.24,13.06,-2.318,0.089,-2.22,0.116,,0.463,0.111,,,,,,,,,,14.9249,0.288561596,0.0,14.1828,-0.453538404,0.0
R0000487,7099,Carretta,8870,325.1042792,-23.19421111,8458,-89,90,14.027,-0.609338404,14.934,0.297661596,,,11.578,-3.058338404,4708.0,1.71,13.06,-2.32,0.11,-2.22,-0.321,,,,17.0007,2.364361596,0.0139,15.361,0.724661596,0.0,14.9404,0.304061596,0.0,13.7692,-0.867138404,0.0,12.9325,-1.703838404,0.0
R0000905,7099,Carretta,9365,325.0749208,-23.18873056,8458,-89,90,15.254,0.617661596,15.981,1.344661596,,,13.107,-1.529338404,4992.0,2.37,13.06,-2.427,0.117,-2.22,0.611,,0.1,0.054,17.2411,2.604761596,0.0003,16.0253,1.388961596,0.0204,16.0327,1.396361596,0.0009,15.032,0.395661596,0.0,14.3096,-0.326738404,0.0
R0001006,7099,Carretta,9467,325.1119375,-23.18776111,8458,-89,90,15.681,1.044661596,16.408,1.771661596,,,13.516,-1.120338404,5091.0,2.53,13.06,-2.352,0.147,-2.22,0.476,,,,17.5473,2.910961596,0.0068,16.4135,1.777161596,0.0136,16.4171,1.780761596,0.0036,15.4489,0.812561596,0.0,14.7378,0.101461596,0.0
R0004711,7099,Carretta,9817,325.0997333,-23.16001389,8458,-89,90,14.72,0.083661596,,,,,,,,,13.06,,,-2.22,0.255,,0.665,,17.2191,2.582761596,0.0117,15.7939,1.157561596,0.0036,15.6192,0.982861596,0.0007,14.5634,-0.072938404,0.0,13.7918,-0.844538404,0.0
R0001536,7099,Carretta,9881,325.1254875,-23.18380556,8458,-89,90,14.753,0.116661596,15.58,0.943661596,,,12.431,-2.205338404,4876.0,2.07,13.06,-2.328,0.119,-2.22,0.356,,,,17.1581,2.521761596,0.0,15.7969,1.160561596,0.0,,,,14.5138,-0.122538404,0.0,13.7363,-0.900038404,0.0
R0002162,7099,Carretta,10153,325.1094958,-23.18100278,8458,-89,90,13.04,-1.596338404,14.129,-0.507338404,,,10.296,-4.340338404,4478.0,1.17,13.06,-2.361,0.117,-2.22,-0.235,,,,17.207,2.570661596,0.0302,15.0218,0.385461596,0.0,14.1703,-0.466038404,0.0,12.7613,-1.875038404,0.0,11.8368,-2.799538404,0.0
R0002313,7099,Carretta,10831,325.0972292,-23.18041667,8458,-89,90,13.437,-1.199338404,,,,,,,,,13.06,,,-2.22,0.506,,0.099,,17.0485,2.412161596,0.0068,15.1274,0.491061596,0.0,14.4706,-0.165738404,0.0,13.1491,-1.487238404,0.0,12.2758,-2.360538404,0.0
R0002057,7099,O'Malley,32583,325.0791,-23.1814,8458,-89,90,12.42,-2.216338404,,,11.13,-3.506338404,,,,,13.06,-2.24,0.05,-2.22,0.33,0.11,0.24,0.06,17.5463,2.909961596,0.0113,15.0135,0.377161596,0.0,13.7815,-0.854838404,0.0,12.1057,-2.530638404,0.0,11.0919,-3.544438404,0.0
